Year_coll,Site,Patch,Patch2,Plot,Individual,Height_cm,Diam_1.3m_cm,Diam_0.3m_cm,AltDiam_cm,Height_AltDiam_cm,Diam_stump_cm,Cor_Height_cm,Cor_Diam_cm,Within_plot,CountperHa,Sex,Habit,Tree_Measure_Notes,height_error_u95_cm,Core_Notes,Sample_Type,Status,Measure_Certainty,Pith,Outer_rings,ORW,Within_plot,TR_Count,CoringHeight_Corr,CoringHeight_Corr_prop,Duncan_qual,Duncan_RTP_all,Duncan_RTP_all_prop,TreeAge_all,Duncan_RTP1,Duncan_RTP1_prop,TreeAge1,AgeAcc1,EstabDate1,EstabDate1_50,EstabDate1_10,Duncan_RTP2,Duncan_RTP2_prop,TreeAge2,AgeAcc2,EstabDate2,EstabDate2_50,EstabDate2_10,EstabDate2_20,DuncanRTP_3,Duncan_RTP3_prop,TreeAge3,AgeAcc3,EstabDate3,EstabDate3_50,EstabDate3_10,Remove,min_age
2018,LC,Transition,Transition,R02,R02XT02,261,7.7,11.8,,,,30,11.8,1,100,,,Accidental resample from 2017.,2,,Tree,Live,High,0,1,NA,1,38,9,0.16,strong,12,0.2,59,12,0.2,59,"High CHA, Duncan",1958,1950,1950,12,0.2,59,"High CHA, Duncan",1958,1950,1950,1940,12,0.2,59,"High CHA, Duncan",1958,1950,1950,0,0
2017,LC,Transition,Transition,R03,R03T01,400,8.9,,,,,130,8.9,1,100,Female,,,2,,Tree,Live,High,0,1,NA,1,45,35,0.42,strong,3,0.03,82,3,0.03,82,"High CHA, Duncan",1934,1900,1930,3,0.03,82,"High CHA, Duncan",1934,1900,1930,1920,3,0.03,82,"High CHA, Duncan",1934,1900,1930,0,0
2017,LC,Transition,Transition,R03,R03T02,357,7,,,,,130,7,1,100,Female,,,2,,Tree,Live,High,1,1,NA,1,42,35,0.45,,,0,77,,0,77,"High CHA, Pith",1939,1900,1930,,0,77,"High CHA, Pith",1939,1900,1930,1920,,0,77,"High CHA, Pith",1939,1900,1930,0,0
2017,LC,Transition,Transition,R03,R03T03,460,9.4,,,,,130,9.4,1,100,,,,2,,Tree,Live,High,1,1,NA,1,43,35,0.45,,,0,78,,0,78,"High CHA, Pith",1938,1900,1930,,0,78,"High CHA, Pith",1938,1900,1930,1920,,0,78,"High CHA, Pith",1938,1900,1930,0,0
2017,LC,Transition,Transition,R03,R03T04b,470,8.4,,,,,140,,1,100,,,,2,,Tree,Live,High,1,1,NA,1,42,37,0.47,,,0,79,,0,79,"High CHA, Pith",1937,1900,1930,,0,79,"High CHA, Pith",1937,1900,1930,1920,,0,79,"High CHA, Pith",1937,1900,1930,0,0
2017,LC,Transition,Transition,R03,R03T05,340,5.7,,,,,130,5.7,1,100,Female,,,2,,Tree,Live,High,1,1,NA,1,35,35,0.5,,,0,70,,0,70,"High CHA, Pith",1946,1900,1940,,0,70,"High CHA, Pith",1946,1900,1940,1940,,0,70,"High CHA, Pith",1946,1900,1940,0,0
2017,LC,Transition,Transition,R03,R03T06,365,7.5,,,,,130,7.5,1,100,Female,,,2,,Tree,Live,High,1,1,NA,1,45,35,0.44,,,0,80,,0,80,"High CHA, Pith",1936,1900,1930,,0,80,"High CHA, Pith",1936,1900,1930,1920,,0,80,"High CHA, Pith",1936,1900,1930,0,0
2017,LC,Transition,Transition,R03,R03T07,371,8,,,,,130,8,1,100,,,,2,,Tree,Live,High,0,1,NA,1,40,35,0.45,strong,2,0.03,77,2,0.03,77,"High CHA, Duncan",1939,1900,1930,2,0.03,77,"High CHA, Duncan",1939,1900,1930,1920,2,0.03,77,"High CHA, Duncan",1939,1900,1930,0,0
2017,LC,Transition,Transition,R03,R03T08,398,7.9,,,,,130,7.9,1,100,Female,,,2,,Tree,Live,High,0,1,NA,1,38,35,0.45,strong,4,0.05,77,4,0.05,77,"High CHA, Duncan",1939,1900,1930,4,0.05,77,"High CHA, Duncan",1939,1900,1930,1920,4,0.05,77,"High CHA, Duncan",1939,1900,1930,0,0
2017,LC,Transition,Transition,R04,R04T01,275,6.1,,,,,130,6.1,1,100,Female,,,2,,Tree,Live,High,0,1,NA,1,30,35,0.48,somewhat,8,0.11,73,8,0.11,73,"High CHA, Duncan",1943,1900,1940,8,0.11,73,"High CHA, Duncan",1943,1900,1940,1940,8,0.11,73,"High CHA, Duncan",1943,1900,1940,0,0
2017,LC,Transition,Transition,R04,R04T02,383,8.3,,,,,130,8.3,1,100,,,,2,,Tree,Live,High,0,1,NA,1,40,35,0.44,strong,4,0.05,78,4,0.05,78,"High CHA, Duncan",1938,1900,1930,4,0.05,78,"High CHA, Duncan",1938,1900,1930,1920,4,0.05,78,"High CHA, Duncan",1938,1900,1930,0,0
2017,LC,Transition,Transition,R04,R04T03,343,11.2,,,,,130,11.2,1,100,,,,2,,Snag,Dead,High,1,0,1,1,90,35,0.28,,,0,125,,0,125,Minimum age,1891,1850,1890,,0,125,Minimum age,1891,1850,1890,1880,,0,125,Minimum age,1891,1850,1890,0,0
2017,LC,Transition,Transition,R04,R04T04,295,5.7,,,,,130,5.7,1,100,Male,,,2,,Tree,Live,High,1,1,NA,1,33,35,0.51,,,0,68,,0,68,"High CHA, Pith",1948,1900,1940,,0,68,"High CHA, Pith",1948,1900,1940,1940,,0,68,"High CHA, Pith",1948,1900,1940,0,0
2017,LC,Transition,Transition,R04,R04T05,340,6.5,,,,,130,6.5,1,100,Male,,,2,,Tree,Live,High,1,1,NA,1,41,35,0.46,,,0,76,,0,76,"High CHA, Pith",1940,1900,1940,,0,76,"High CHA, Pith",1940,1900,1940,1940,,0,76,"High CHA, Pith",1940,1900,1940,0,0
2017,LC,Transition,Transition,R04,R04T06,388,10.5,,,,,130,10.5,1,100,,,,2,,Tree,Live,High,1,1,NA,1,51,35,0.41,,,0,86,,0,86,"High CHA, Pith",1930,1900,1930,,0,86,"High CHA, Pith",1930,1900,1930,1920,,0,86,"High CHA, Pith",1930,1900,1930,0,0
2017,LC,Transition,Transition,R04,R04T07b,312,8.2,,,,,130,8.2,1,100,,,,2,,Tree,Live,High,1,1,NA,1,41,35,0.46,,,0,76,,0,76,"High CHA, Pith",1940,1900,1940,,0,76,"High CHA, Pith",1940,1900,1940,1940,,0,76,"High CHA, Pith",1940,1900,1940,0,0
2018,LC,Transition,Transition,R05,R05T01,337,7.2,12.9,,,,30,12.9,1,100,,,,2,"Can not conclusively determine pith, but kept best core of 3.",Tree,Live,High,0,1,NA,1,34,9,0.18,somewhat,9,0.17,52,9,0.17,52,"High CHA, Duncan",1965,1950,1960,9,0.17,52,"High CHA, Duncan",1965,1950,1960,1960,9,0.17,52,"High CHA, Duncan",1965,1950,1960,0,0
2018,LC,Transition,Transition,R05,R05T02,320,8,12.8,,,,30,12.8,1,100,,,Root collar is deep and underwater. Cored at lowest possible accessible location above water.,50,,Tree,Live,High,1,1,NA,1,65,9,0.12,,,0,74,,0,74,"High CHA, Pith",1943,1900,1940,,0,74,"High CHA, Pith",1943,1900,1940,1940,,0,74,"High CHA, Pith",1943,1900,1940,0,0
2018,LC,Transition,Transition,R06,R06T01,350,7,10.5,,,,30,10.5,1,100,,,,2,,Tree,Live,High,0,1,NA,1,41,9,0.15,somewhat,11,0.18,61,11,0.18,61,"High CHA, Duncan",1956,1950,1950,11,0.18,61,"High CHA, Duncan",1956,1950,1950,1940,11,0.18,61,"High CHA, Duncan",1956,1950,1950,0,0
2018,LC,Transition,Transition,R06,R06T02,420,11,16.5,,,,30,16.5,0,33,,,,2,,Tree,Live,High,0,1,NA,0,63,9,0.1,somewhat,24,0.25,96,,0,72,Minimum age,1945,1900,1940,,0,72,Minimum age,1945,1900,1940,1940,24,0.25,96,"High CHA, Duncan",1921,1900,1920,0,0
2018,LC,Transition,Transition,R06,R06T03,340,9,12.5,,,,41,11,0,33,,,,2,,Tree,Live,High,0,1,NA,0,93,12,0.11,strong,6,0.06,111,6,0.06,111,"High CHA, Duncan",1906,1900,1900,6,0.06,111,"High CHA, Duncan",1906,1900,1900,1900,6,0.06,111,"High CHA, Duncan",1906,1900,1900,0,0
2018,LC,Transition,Transition,R07,R07T01,363,14,17.1,,,,25,17.1,1,100,Female,,,2,,Tree,Live,High,0,1,NA,1,88,8,0.06,somewhat,34,0.26,130,,0,96,Minimum age,1921,1900,1920,,0,96,Minimum age,1921,1900,1920,1920,34,0.26,130,"High CHA, Duncan",1887,1850,1880,0,0
2018,LC,Transition,Transition,R07,R07T02,386,7.2,10,,,,33,9.9,1,100,,,,2,,Tree,Live,High,0,1,NA,1,68,10,0.11,strong,11,0.13,89,11,0.13,89,"High CHA, Duncan",1928,1900,1920,11,0.13,89,"High CHA, Duncan",1928,1900,1920,1920,11,0.13,89,"High CHA, Duncan",1928,1900,1920,0,0
2018,LC,Transition,Transition,R07,R07T03,293,5.1,10.3,,,,39,8.4,1,100,,,,2,,Tree,Live,High,1,1,NA,1,56,12,0.17,,,0,68,,0,68,"High CHA, Pith",1949,1900,1940,,0,68,"High CHA, Pith",1949,1900,1940,1940,,0,68,"High CHA, Pith",1949,1900,1940,0,0
2018,LC,Transition,Transition,R07,R07T04,299,8.9,10.8,,,,34,10.7,0,33,,,,2,,Tree,Live,High,1,1,NA,0,73,10,0.12,,,0,83,,0,83,"High CHA, Pith",1934,1900,1930,,0,83,"High CHA, Pith",1934,1900,1930,1920,,0,83,"High CHA, Pith",1934,1900,1930,0,0
2019,LC,Transition,Transition,R08,R081901b,,,,10,48,,48,10,1,100,,,,2,,Tree,Live,High,1,1,NA,1,57,14,0.2,,,0,71,,0,71,"High CHA, Pith",1947,1900,1940,,0,71,"High CHA, Pith",1947,1900,1940,1940,,0,71,"High CHA, Pith",1947,1900,1940,0,0
2018,LC,Transition,Transition,R08,R08T01,295,7.8,9.1,,,,26,9.4,1,100,,,,2,,Tree,Live,High,1,1,NA,1,60,8,0.12,,,0,68,,0,68,"High CHA, Pith",1949,1900,1940,,0,68,"High CHA, Pith",1949,1900,1940,1940,,0,68,"High CHA, Pith",1949,1900,1940,0,0
2018,LC,Transition,Transition,R08,R08T02,334,5.3,9.9,,,,30,9.9,1,100,,,,2,,Tree,Live,High,0,1,NA,1,35,9,0.19,strong,3,0.07,48,3,0.07,48,"High CHA, Duncan",1969,1950,1960,3,0.07,48,"High CHA, Duncan",1969,1950,1960,1960,3,0.07,48,"High CHA, Duncan",1969,1950,1960,0,0
2019,LC,Transition,Transition,R09,R091901,400,,,12,29,,29,12,0,67,,,"Live; relatively large, may be just out of plot; male?",2,,Tree,Live,High,0,1,NA,0,50,9,0.14,strong,5,0.09,64,5,0.09,64,"High CHA, Duncan",1954,1950,1950,5,0.09,64,"High CHA, Duncan",1954,1950,1950,1940,5,0.09,64,"High CHA, Duncan",1954,1950,1950,0,0
2018,LC,Transition,Transition,R0X,R0XT01a,667,14.6,18.8,,,,13,20.8,,3,,,"Core 1 of 3. Biggest tree we could find at 1.3 DBH in the Transition Zone. Location: East South-east of R09. UTM zone 18 G. N 0617859, E 4702704",2,,Tree,Live,High,0,1,NA,0,51,5,0.09,somewhat,2,0.03,58,2,0.03,58,"High CHA, Duncan",1959,1950,1950,2,0.03,58,"High CHA, Duncan",1959,1950,1950,1940,2,0.03,58,"High CHA, Duncan",1959,1950,1950,1,0
2019,LC,Transition,Transition,NA,RLARGE01,450,,,14.5,35,,35,14.5,,3,Female,,"Live female, one of the larger ones at site",2,,Tree,Live,High,0,1,NA,0,47,11,0.17,strong,5,0.08,63,5,0.08,63,"High CHA, Duncan",1955,1950,1950,5,0.08,63,"High CHA, Duncan",1955,1950,1950,1940,5,0.08,63,"High CHA, Duncan",1955,1950,1950,1,0
2019,LC,Transition,Transition,NA,RLARGE02,650,11,,,,,25,16.5,,3,Male,,One of largest trees,2,core broken,Tree,Live,High,0,1,NA,0,46,8,0.13,strong,7,0.11,61,7,0.11,61,"High CHA, Duncan",1957,1950,1950,7,0.11,61,"High CHA, Duncan",1957,1950,1950,1940,7,0.11,61,"High CHA, Duncan",1957,1950,1950,1,0
2019,LC,Burned Forest,Transition,S05,S051901,,,,10,80,,80,10,0,67,,,coring height uncertain; dead; just out of plot; similar to other dead PIUV in plot,50,missing outtermost ring(s)?,Snag,Dead,Low,0,0,0,0,222,13,0.05,somewhat,32,0.12,267,,0,235,Minimum age,1783,1750,1780,,0,235,Minimum age,1783,1750,1780,1780,,0,235,Minimum age,1783,1750,1780,0,1
2018,LC,Burned Forest,Transition,S05,S05T01,314,6.9,10.1,,,,37,9.5,1,100,,,Root collar is deep and underwater. Cored at lowest possible accessible location above water.,50,,Tree,Live,Low,1,1,NA,1,57,6,0.1,,,0,63,,0,63,"Low CHA, Pith",1954,1950,1950,,0,63,"Low CHA, Pith",1954,1950,1950,1940,,0,63,"Low CHA, Pith",1954,1950,1950,0,0
2018,LC,Burned Forest,Transition,S05,S05T02,306,7,10,,,,65,9.8,1,100,,,Root collar is deep and underwater. Cored at lowest possible accessible location above water.,50,,Snag,Dead,Low,1,0,1,1,164,10,0.06,,,0,174,,0,174,Minimum age,1843,1800,1840,,0,174,Minimum age,1843,1800,1840,1840,,0,174,Minimum age,1843,1800,1840,0,0
2018,LC,Burned Forest,Transition,S05,S05T03,295,8.7,13,,,,67,11.3,1,100,,,Root collar is deep and underwater. Cored at lowest possible accessible location above water.,50,,Snag,Dead,Low,1,0,1,1,207,11,0.05,,,0,218,,0,218,Minimum age,1799,1750,1790,,0,218,Minimum age,1799,1750,1790,1780,,0,218,Minimum age,1799,1750,1790,0,0
2018,LC,Burned Forest,Transition,S05,S05T04,266,5,7.5,,,,52,6.8,1,100,,,Root collar is deep and underwater. Cored at lowest possible accessible location above water.,50,,Tree,Live,Low,0,1,NA,1,52,8,0.13,strong,3,0.04,63,3,0.04,63,"Low CHA, Duncan",1954,1950,1950,3,0.04,63,"Low CHA, Duncan",1954,1950,1950,1940,3,0.04,63,"Low CHA, Duncan",1954,1950,1950,0,0
